DOI,Title,Type
10.1158/1538-7445.am2023-4440,"Abstract 4440: Efficacy of Gen-1, an interleukin-12 immune gene therapy, at different dose frequencies",journal-article
10.1158/1538-7445.am2023-4543,Abstract 4543: Identification of tumor-specific breast cancer expression subtypes and subtype-specific drug response prediction,journal-article
10.1158/1538-7445.am2023-3065,Abstract 3065: Increased longevity and quality of life with treatment with a progesterone receptor modulator in a patient with treatment resistant stage IV small cell lung cancer,journal-article
10.1158/1538-7445.am2023-2934,"Abstract 2934: BYON4228, an antagonistic SIRPα mAb with a unique and favorable preclinical profile compared to three comparator SIRPα mAbs",journal-article
10.1158/1538-7445.am2023-907,Abstract 907: Evaluation of the anti-GPC1 scFv-Fc fusion protein as a detection tool of GPC1 expression in human cancers,journal-article
10.1158/1538-7445.am2023-2274,"Abstract 2274: An immune-educating therapy, Maveropepimut-S, elicits a diverse and active anti-tumor T cell response in patients with advanced recurrent ovarian cancer",journal-article
10.1158/1538-7445.am2023-929,Abstract 929: The molecular landscape of premenopausal versus postmenopausal breast cancer in patients without inherited predisposition mutations,journal-article
10.1158/1538-7445.am2023-5728,Abstract 5728: Inhibition of TACC3 blocks the growth of highly aggressive breast cancers with centrosome amplification,journal-article
10.1158/1538-7445.am2023-2164,"Abstract 2164: Patterns of estrogen receptor expression across 18,500 tumor samples obtained from 149 cancer types",journal-article
10.1158/1538-7445.am2023-426,Abstract 426: Ongoing TCRβ VDJ rearrangement in pre-T LBL cell lines,journal-article
10.1158/1538-7445.am2023-1464,Abstract 1464: Exosomal delivery of tumor suppressive microRNA-7 as a novel approach to regulating cervical cancer cell growth,journal-article
10.1158/1538-7445.am2023-2040,Abstract 2040: Molecular dynamic simulation of intermediates connecting KRAS and PRMT5 insight for targeting KRAS,journal-article
10.1158/1538-7445.am2023-774,Abstract 774: Detection of intraductal carcinoma of the prostate (IDCP) cases focusing on high-grade prostatic intraepithelial neoplasia (PIN) findings regarding invasive carcinoma of the prostate,journal-article
10.1158/1538-7445.am2023-1068,Abstract 1068: A precision CRISPR approach to target structural variant junctions in cancer,journal-article
10.1158/1538-7445.am2023-2212,"Abstract 2212: Prevalence of PGP9.5 expression in human cancers: A TMA study of 14,900 tumors from 148 tumor types",journal-article
10.1158/1538-7445.am2023-380,Abstract 380: BaF3-BTK engineering cell lines as a useful platform for novel BTK inhibitor discovery,journal-article
10.1158/1538-7445.am2023-645,"Abstract 645: Impact of sex differences on cross-talk between the gut microbiome, CEACAMs, and TGF-β signaling in cancers",journal-article
10.1158/1538-7445.am2023-1379,Abstract 1379: Studying the autophagic flux in response to hypoxia in BAP1-mutated pleural mesothelioma cells linked to asbestos exposure,journal-article
10.1158/1538-7445.am2023-1062,Abstract 1062: A comprehensive CRISPR-enabled functional genomics profiling platform in acute myeloid leukemia (AML): Pilot study and validation of Fx Heme,journal-article
10.1158/1538-7445.am2023-6213,Abstract 6213: Disruption of XPF function by HPV promotes alternative end joining and sensitivity to cisplatin in HNSCC,journal-article
10.1158/1538-7445.am2023-4503,Abstract 4503: Polyamine blockade therapy: A strategy to block immunosuppression in pancreatic cancer,journal-article
10.1158/1538-7445.am2023-4818,Abstract 4818: GCN2 eIF2 kinase and p53 coordinate amino acid homeostasis and metabolism in prostate cancer,journal-article
10.1158/1538-7445.am2023-344,Abstract 344: PKC-ι is a simultaneous modulator of the sonic hedgehog and the FAK/paxillin pathways in medulloblastoma,journal-article
10.1158/1538-7445.am2023-911,Abstract 911: Butyrophilin 3A2 expression plays a critical role in phosphoantigen-mediated γδ T cell cytotoxicity of neuroblastoma cells,journal-article
10.1158/1538-7445.am2023-5697,Abstract 5697: Predicting response to PD-L1 inhibition in NSCLC using a quantitative systems pharmacology model guided by immunogenomic data,journal-article
10.1158/1538-7445.am2023-5474,Abstract 5474: Combined use of MRI and TAM analysis in GB monitoring,journal-article
10.1158/1538-7445.am2023-4973,Abstract 4973: Investigating the role of non-canonical NF-kappaB signaling in tumor cells and macrophages in ovarian cancer,journal-article
10.1158/1538-7445.am2023-3926,Abstract 3926: Activating missense mutations in ROS1 receptor harbor oncogenic potential and are sensitive to tyrosine kinase inhibition,journal-article
10.1158/1535-7163.targ-23-c103,"Abstract C103: Preclinical and clinical safety and tolerability evaluation of NBF-006, a novel siRNA inhibitor of glutathione-s-transferase P (GSTP) encapsulated in a lipid nanoparticle (LNP) for treatment of advanced non-small cell lung cancer (NSCLC)",journal-article
10.1158/2159-8290.cd-nb2023-0065,Mezigdomide Data Show CELMoD Potential,journal-article
10.1158/1538-7445.am2023-3032,Abstract 3032: A novel deep learning pipeline for early detection of colorectal cancer and colorectal adenoma using gut microbiome data,journal-article
10.1158/1538-7445.am2023-1736,Abstract 1736: Role of brain fatty acid binding protein in glioblastoma microtube formation,journal-article
10.1158/0008-5472.can-23-1147,"Renato Baserga, MD: In Memoriam (1925–2023)",journal-article
10.1158/2159-8290.cd-nb2023-0064,New KRASG12C Inhibitor Demonstrates Promise,journal-article
10.1158/1538-7445.am2023-4192,Abstract 4192: <i>CervicalMethDx</i>: A precision DNA methylation test to identify advanced disease risk in cervical cancer screening algorithms,journal-article
10.1158/2159-8290.cd-rw2023-068,Mutant CDK13 Triggers Oncogenic RNA Processing Defects in Melanoma,journal-article
10.1158/2159-8290.cd-nb2023-0054,Selinexor Delays Wild-type <i>TP53</i> Endometrial Cancer Progression,journal-article
10.1158/2159-8290.cd-nb2023-0004,Research Gets Funding Boost for FY 2023,journal-article
10.1158/1538-7445.am2023-lb221,Abstract LB221: Novel peptide linker-based nectin-4 targeting ADC shows improved tolerability with long-lasting anti-tumor efficacy at low doses,journal-article
10.1158/1538-7445.am2023-4481,"Abstract 4481: Vrtx153, novel small molecule inhibitor of krasg12d",journal-article
10.1158/1538-7445.sabcs22-p5-03-05,Abstract P5-03-05: Distinct molecular differences between African American/Black and White women with Triple Negative Breast Cancer,journal-article
10.1158/1538-7445.am2023-5545,Abstract 5545: Assessing LGR5 expression levels on colorectal cancer tissue samples for use in LGR5-targeting CAR-T cell therapy clinical trial,journal-article
10.1158/1538-7445.sabcs22-p5-02-39,"Abstract P5-02-39: Efficacy of fulvestrant-based therapies in treating HR-positive, HER2-negative breast cancer with liver metastasis",journal-article
10.1158/1538-7445.am2023-6140,Abstract 6140: Caspase-3 mediated cleavage of GSDME enhances the antitumor efficacy of HER2-targeted therapy in HER2-positive gastric cancer,journal-article
10.1158/1538-7755.disp23-c091,"Abstract C091: Newly identified <i>Fannyhessea</i> species contributions in HPV infection, cervical dysplasia, and cancer in two Arizonan cohorts",journal-article
10.1158/1538-7445.am2023-2771,Abstract 2771: KSQ-4279 mediated USP1 inhibition induces replication associated DNA gaps that contribute to cell death,journal-article
10.1158/1538-7445.am2023-5308,Abstract 5308: Analysis of extracellular vesicle surface markers as small cell lung cancer biomarkers,journal-article
10.1158/1535-7163.targ-23-lb_a12,"Abstract LB_A12: Initial results from 2 Phase I studies of NMS-03305293, a selective PARP1 inhibitor",journal-article
10.1158/1538-7445.am2023-ct119,"Abstract CT119: A first-in-human phase 1 study of LOXO-435, a potent, highly isoform-selective FGFR3 inhibitor in advanced solid tumors with <i>FGFR3</i> alterations (trial in progress)",journal-article
10.1158/1538-7445.am2023-3739,Abstract 3739: MAFG promotes melanomagenesis through the transcriptional regulation of hypoxic and immune responses,journal-article
10.1158/1538-7445.am2023-2332,Abstract 2332: VSTM2A modulation of immune response in colorectal cancer through abrogating PD-L1 and PD-1 interaction,journal-article
10.1158/1538-7445.am2023-2316,"Abstract 2316: Automating ctDNA liquid biopsy workflow for mutation testing: From sample extraction to dPCR analysis utilizing the Maxprep™ Liquid Handler, Maxwell® extraction system, and high-plex detection assays",journal-article
10.1158/1538-7445.prca2023-pr011,Abstract PR011: The carcinoma of prostate sequencing of tumor and clinical endpoints (CAPSTONE) project: A clinico-genomic resource to enable patient-centric genomic research and improve the actionability of genetic testing in metastatic prostate cancer,journal-article
10.1158/1538-7445.metastasis22-b042,Abstract B042: Sentinel lymph node detection in breast cancer: Comparison of blue dye and filtered Technetium 99m sulphur colloid radiotracer injection,journal-article
10.1158/1538-7445.am2023-lb089,Abstract LB089: ACE2016: an off-the-shelf EGFR-targeting γδ2 T cell therapy against EGFR-expressing solid tumors,journal-article
10.1158/1538-7445.am2023-482,Abstract 482: Discovery of a novel and oral CHK1 inhibitor for the treatment of solid tumors,journal-article
10.1158/1538-7445.am2023-40,"Abstract 40: NCI patient derived models repository: PDX, organoid and cell lines from the same patient - bridging the translational pipeline",journal-article
10.1158/1538-7445.am2023-3442,Abstract 3442: FXR mediates macrophage intrinsic responses to suppress colon cancer progression,journal-article
10.1158/1538-7445.sabcs22-ot2-01-03,"Abstract OT2-01-03: ELEVATE: A phase 1b/2, open-label, umbrella study evaluating elacestrant in various combinations in women and men with metastatic breast cancer (mBC)",journal-article
10.1158/1535-7163.targ-23-b087,Abstract B087: CTNNB1 mutations can mediate resistance to EGFR targeted therapies in Non-Small Cell Lung Cancer,journal-article
10.1158/1538-7445.am2023-1181,Abstract 1181: Etiologic heterogeneity of genetic risk for DLBCL cell-of origin molecular subtypes,journal-article
10.1158/1538-7755.asgcr23-abstract-46,Abstract 46: Human Papilloma Virus Vaccination and Its Determinants Among Adolescent Girls Aged 14 Years Old in Hai District of Kilimanjaro Region in Northern Tanzania,journal-article
10.1158/1055-9965.epi-22-1126,Elucidating the Drivers for the Rising Incidence of Early-Onset Colorectal Cancer: How Ecologic Studies Could Help and What Is Next,journal-article
10.1158/1940-6207.capr-23-0087,TIME for Bugs: The Immune Microenvironment and Microbes in Precancer,journal-article
10.1158/1078-0432.ccr-23-0807,A CAPTIVATEing Analysis for Higher-Risk CLL,journal-article
10.1158/1538-7445.am2023-5668,Abstract 5668: Using clinical utility index (CUI) to determine the optimal biological dose of a nonfucosylated anti-TIGIT antibody: A proposed alternative to maximum tolerated dose (MTD),journal-article
10.1158/1538-7445.sabcs22-p2-17-03,Abstract P2-17-03: Preclinical study of trastuzumab deruxtecan (T-Dxd; DS-8201a) in combination with DNA damage response pathway inhibitors in HER2-low/Hormone receptor negative breast cancer patient-derived xenograft models,journal-article
10.1158/2159-8290.cd-23-0332,Pancreatic Neoplasms Are Frighteningly Common: A Role for Immune Surveillance?,journal-article
10.1158/1538-7445.sabcs22-p2-20-02,Abstract P2-20-02: Enrichment of atypical memory double negative (CD27— IgD—) tumour infiltrating B cells following neoadjuvant chemotherapy for early-stage breast cancer,journal-article
10.1158/1078-0432.ccr-23-1953,Rerouting the GPS Directing Immunotherapy in Endometrial Cancer,journal-article
10.1158/1538-7445.am2023-4570,Abstract 4570: Expanding the 3D ex vivo patient tissue platform toolbox for (immuno)-oncology drug testing,journal-article
10.1158/1538-7445.am2023-6362,Abstract 6362: Overcoming resistance to immunotherapy due to loss of antigen presentation,journal-article
10.1158/2159-8290.cd-rw2023-053,Pancreatic Cancer Is Dependent on <i>De Novo</i> Ornithine Synthesis from Glutamine,journal-article
10.1158/1535-7163.targ-23-c001,Abstract C001: Retrospective analysis of TROP2 expression in colorectal cancer (CRC) primary tumors and liver metastases (LM) and its correlation with clinical factors,journal-article
10.1158/1538-7445.am2023-3860,Abstract 3860: ERK1/2 inhibition overcomes resistance to venetoclax in AML by altering mitochondrial metabolism,journal-article
10.1158/1535-7163.mct-23-0242,IL-35: New Target for Immunotherapy Targeting the Tumor Microenvironment,journal-article
10.1158/1538-7445.am2023-2160,Abstract 2160: Quantitative proteomics of antibody-drug conjugates and chemotherapy targets in prostate cancer,journal-article
10.1158/2643-3230.bcd-23-0053,An MYC-Driven Vicious Circuit Is a Targetable Achilles’ Heel in Lymphoma,journal-article
10.1158/1538-7445.am2023-5639,Abstract 5639: High throughput spatially resolved laser-activated cell sorting links the genomic molecules with its spatial information,journal-article
10.1158/1535-7163.mct-23-0221,"Targeting Solid Cancers with a Cancer-Specific Monoclonal Antibody to Surface Expressed Aberrantly
                    <i>O</i>
                    -glycosylated Proteins",journal-article
10.1158/1538-7445.am2023-526,"Abstract 526: RMC-9805, a first-in-class, mutant-selective, covalent and oral KRASG12D(ON) inhibitor that induces apoptosis and drives tumor regression in preclinical models of KRASG12D cancers",journal-article
10.1158/2326-6066.cir-22-0317,HDAC3 Inhibition Promotes Antitumor Immunity by Enhancing CXCL10-Mediated Chemotaxis and Recruiting of Immune Cells,journal-article
10.1158/1078-0432.ccr-23-2098,A Small Molecule with Big Impact: MRTX1133 Targets the KRASG12D Mutation in Pancreatic Cancer,journal-article
10.1158/0008-5472.can-22-2585,circFNDC3B Accelerates Vasculature Formation and Metastasis in Oral Squamous Cell Carcinoma,journal-article
10.1158/1078-0432.ccr-23-0640,"A Phase I, Multicenter, Open-Label, First-in-Human Study of DS-6157a in Patients with Advanced Gastrointestinal Stromal Tumor",journal-article
10.1158/1078-0432.ccr-23-0311,Resolving the Pathogenesis of Anaplastic Wilms Tumors through Spatial Mapping of Cancer Cell Evolution,journal-article
10.1158/1055-9965.epi-22-0683,Low-Carbohydrate Diet Score and the Risk of Colorectal Cancer: Findings from the Singapore Chinese Health Study,journal-article
10.1158/1055-9965.epi-23-0201,Reproductive Factors in the Risk of Bladder Cancer and Upper Urinary Tract Cancer: The Japan Public Health Center-Based Prospective Study,journal-article
10.1158/1055-9965.epi-22-0797,Genetic Factors Associated with Absolute and Relative Plasma Concentrations of Calcitriol,journal-article
10.1158/1055-9965.epi-23-0278,New-Onset Diabetes after an Obesity-Related Cancer Diagnosis and Survival Outcomes in the Women's Health Initiative,journal-article
10.1158/1541-7786.mcr-22-0635,BAP1 Loss Is Associated with Higher ASS1 Expression in Epithelioid Mesothelioma: Implications for Therapeutic Stratification,journal-article
10.1158/1541-7786.mcr-22-0909,MACdb: A Curated Knowledgebase for Metabolic Associations across Human Cancers,journal-article
10.1158/1078-0432.ccr-22-3027,Phase I Study of the Liposomal Formulation of Eribulin (E7389-LF): Results from the Advanced Gastric Cancer Expansion Cohort,journal-article
10.1158/1078-0432.ccr-22-1973,Theranostic Targeting of CUB Domain–Containing Protein 1 (CDCP1) in Multiple Subtypes of Bladder Cancer,journal-article
10.1158/1078-0432.ccr-23-2043,"Combined Vorinostat and Chloroquine Inhibit Sodium–Iodide Symporter Endocytosis and Enhance Radionuclide Uptake
                    <i>In Vivo</i>",journal-article
10.1158/2159-8290.cd-22-0956,Dynamics of Age- versus Therapy-Related Clonal Hematopoiesis in Long-term Survivors of Pediatric Cancer,journal-article
10.1158/2326-6066.cir-22-0099,PHD2 Constrains Antitumor CD8+ T-cell Activity,journal-article
10.1158/1541-7786.mcr-22-0648,The Elongin BC Complex Negatively Regulates AXL and Marks a Differentiated Phenotype in Melanoma,journal-article
10.1158/2326-6066.cir-22-0644,β-Catenin Drives Butyrophilin-like Molecule Loss and γδ T-cell Exclusion in Colon Cancer,journal-article
10.1158/2767-9764.crc-22-0434,Immuno-PET Imaging of CD69 Visualizes T-Cell Activation and Predicts Survival Following Immunotherapy in Murine Glioblastoma,journal-article
10.1158/2767-9764.crc-22-0302,Misaligned Chromosomes are a Major Source of Chromosomal Instability in Breast Cancer,journal-article
10.1158/2767-9764.crc-23-0362,Monitoring Glucocorticoid Receptor in Plasma-derived Extracellular Vesicles as a Marker of Resistance to Androgen Receptor Signaling Inhibition in Prostate Cancer,journal-article
10.1158/1940-6207.capr-23-0245,Examining the Association between Abstinence from Smoking and Healthcare Costs among Patients with Cancer,journal-article
10.1158/1535-7163.mct-23-0029,RYZ101 (Ac-225 DOTATATE) Opportunity beyond Gastroenteropancreatic Neuroendocrine Tumors: Preclinical Efficacy in Small-Cell Lung Cancer,journal-article
10.1158/2159-8290.cd-23-0153,"The MDM2–p53 Antagonist Brigimadlin (BI 907828) in Patients with Advanced or Metastatic Solid Tumors: Results of a Phase Ia, First-in-Human, Dose-Escalation Study",journal-article
10.1158/2767-9764.crc-23-0054,Adjuvant Therapy with Oncolytic Adenovirus Delta-24-RGDOX After Intratumoral Adoptive T-cell Therapy Promotes Antigen Spread to Sustain Systemic Antitumor Immunity,journal-article
10.1158/2767-9764.crc-22-0339,Probabilistic Mixture Models Improve Calibration of Panel-derived Tumor Mutational Burden in the Context of both Tumor-normal and Tumor-only Sequencing,journal-article
10.1158/2326-6066.cir-22-1023,RALDH1 Inhibition Shows Immunotherapeutic Efficacy in Hepatocellular Carcinoma,journal-article
10.1158/0008-5472.can-22-3464,Unique Transcriptional Profiles Underlie Osteosarcomagenesis Driven by Different p53 Mutants,journal-article
10.1158/0008-5472.can-23-0385,Subclonal Somatic Copy-Number Alterations Emerge and Dominate in Recurrent Osteosarcoma,journal-article
10.1158/0008-5472.can-22-0370,DAB2IP Is a Bifunctional Tumor Suppressor That Regulates Wild-Type RAS and Inflammatory Cascades in KRAS Mutant Colon Cancer,journal-article
10.1158/0008-5472.can-23-0883,Prostate Cancer Progression Relies on the Mitotic Kinase Citron Kinase,journal-article
10.1158/0008-5472.can-22-0264,SETDB1 Modulates Degradation of Phosphorylated RB and Anticancer Efficacy of CDK4/6 Inhibitors,journal-article
10.1158/2159-8290.cd-22-0601,Mitophagy Promotes Resistance to BH3 Mimetics in Acute Myeloid Leukemia,journal-article
10.1158/2326-6066.cir-22-0056,Cancer Cell Resistance to IFNγ Can Occur via Enhanced Double-Strand Break Repair Pathway Activity,journal-article
10.1158/0008-5472.can-23-0544,"Super Enhancer–Regulated LncRNA LINC01089 Induces Alternative Splicing of
                    <i>DIAPH3</i>
                    to Drive Hepatocellular Carcinoma Metastasis",journal-article
10.1158/1535-7163.targ-23-b177,"Abstract B177: The discovery and preclinical characterization of AMG 193, a first-in-class MTA-cooperative PRMT5 inhibitor with broad activity against <i>MTAP</i>-null cancers",journal-article
10.1158/1538-7445.am2023-ct054,"Abstract CT054: Phase 2 study to assess the efficacy, safety, and tolerability of the GDF-15 inhibitor ponsegromab in patients with cancer cachexia",journal-article
10.1158/1535-7163.targ-23-b154,Abstract B154: Safety and preliminary activity of the selective ALK inhibitor NVL-655 in patients with ALK fusion-positive solid tumors,journal-article
10.1158/1538-7445.am2023-5218,Abstract 5218: Genome-wide association study of African Americans reveals new susceptibility loci contributing to lung cancer and mechanisms of population-specific etiology,journal-article
10.1158/2159-8290.cd-rw2023-062,PSMA Expression Is Differentially Regulated across Metastatic Lesions,journal-article
10.1158/1538-7445.am2023-6622,Abstract 6622: Developing spatial molecular correlates of response to immunotherapy in kidney cancer,journal-article
10.1158/1538-7445.am2023-5828,Abstract 5828: Distinct immunosuppressive tumor microenvironment modulates small cell lung carcinoma neuroendocrine phenotypic plasticity and heterogeneity,journal-article
10.1158/1538-7445.am2023-2306,Abstract 2306: Potential clinical utility of circulating tumor DNA detected by digital PCR in a nationwide Danish cohort of high-risk colorectal cancer patients,journal-article
10.1158/1538-7445.am2023-5464,Abstract 5464: Predictive biomarkers for PD-1 and PD-L1 checkpoint inhibitor response in NSCLC: An analysis of clinical trial and real-world data,journal-article
10.1158/1538-7445.am2023-1052,Abstract 1052: Background variability in plasma ctDNA levels in patients with advanced lung cancer in the absence of treatment,journal-article
10.1158/1538-7445.am2023-6351,Abstract 6351: Reversal of dysfunctional CIK cells after the exposure to resistant cholangiocarcinoma cells through chemical perturbation of resistant gene signature,journal-article
10.1158/1538-7445.am2023-5215,Abstract 5215: Clinical features of Li-Fraumeni syndrome in Korea,journal-article
10.1158/1538-7445.am2023-231,Abstract 231: Evaluation of a 293 gene oncology-focused exome sequencing panel for screening of ovarian cancer patients for BRCA mutations as a prerequisite for autologous cellular immunotherapy manufacturing,journal-article
10.1158/1538-7445.am2023-6317,Abstract 6317: Targeting cell-surface CEA with a novel human fusion construct delivers the serine protease granzyme B to solid tumor cells,journal-article
10.1158/1538-7445.am2023-144,Abstract 144: Spatial transcriptomic landscape of the primary and recurrent glioblastoma tumor microenvironment,journal-article
10.1158/1538-7445.am2023-2290,Abstract 2290: DNA methylation markers for sensitive detection of circulating tumor DNA in plasma from patients with gastroesophageal adenocarcinomas,journal-article
10.1158/1538-7445.am2023-6117,"Abstract 6117: Dose, dose rate, and linear energy transfer influence tumor immunologic and DNA damage response following alpha- and beta-emitting radionuclides",journal-article
10.1158/1538-7445.am2023-3964,Abstract 3964: APE1 protects SMAD3 against ROC1 ubiquitin mediated degradation in esophageal adenocarcinoma cells,journal-article
10.1158/1538-7445.am2023-3531,Abstract 3531: Discrete extracellular matrix-secreting tumor cell subpopulations remodel the Ewing sarcoma tumor microenvironment to promote invasion,journal-article
10.1158/1538-7445.am2023-1446,Abstract 1446: The elevated expression of INSM1 is correlated with EZH2 in neuroendocrine prostate cancer,journal-article
10.1158/1538-7445.am2023-1126,Abstract 1126: Disease monitoring with comprehensive genomics provides evidence of mechanism of action and immune evasion in patients receiving an individualized neoantigen cancer vaccine,journal-article
10.1158/1538-7445.am2023-3500,Abstract 3500: A noncatalytic role for mettl1 in oncogenic translation in soft tissue sarcoma,journal-article
10.1158/1538-7445.am2023-2475,Abstract 2475: Bromodomain inhibitor: MT1 and its potential role in modulation of prostate cancer progression,journal-article
10.1158/1538-7445.am2023-5508,Abstract 5508: Artesunate increases enzalutamide efficacy in advanced prostate cancer,journal-article
10.1158/1538-7445.am2023-5811,Abstract 5811: Epigenetic regulation of chromosomal instability in triple-negative breast cancer,journal-article
10.1158/1538-7445.am2023-748,Abstract 748: Accuracy of self reported chemotherapy usage in annual follow up surveys for a breast cancer registry,journal-article
10.1158/1538-7445.am2023-1049,Abstract 1049: Liquid biopsy-based comprehensive genomic profiling reveal mutational landscape in advanced breast cancer,journal-article
10.1158/1538-7445.am2023-2545,Abstract 2545: NNMT is a novel effector of EGFR driven glioblastoma malignancy,journal-article
10.1158/1538-7445.am2023-252,Abstract 252: A single-tube approach for detection of circulating tumor DNA using customized panels,journal-article
10.1158/1538-7445.am2023-2199,Abstract 2199: Novel urinary marker for diagnosis and prognosis of neuroblastoma,journal-article
10.1158/1538-7445.am2023-3469,Abstract 3469: Lymph node colonization promotes distant tumor metastasis through the induction of tumor-specific immune tolerance,journal-article
10.1158/1538-7445.am2023-4399,Abstract 4399: Can technology improve the quality and efficiency of multidisciplinary cancer conferences,journal-article
10.1158/1538-7445.am2023-1601,Abstract 1601: Potentiation of arsenic trioxide in glioblastoma,journal-article
10.1158/1538-7445.am2023-4216,Abstract 4216: Interactions of greenness with air pollution in relation to postmenopausal breast cancer risk in UK Biobank,journal-article
10.1158/1538-7445.am2023-788,Abstract 788: Novel multiplex methylation-specific qPCR strategy for early CRC detection,journal-article
10.1158/1538-7445.am2023-3481,Abstract 3481: A local tumor microenvironment acquired super-enhancer induces an oncogenic driver in colorectal carcinoma,journal-article
10.1158/1538-7445.am2023-5532,Abstract 5532: Increasing racial and ethnic diversity of phase 1 solid tumor clinical trials through enrollment at a safety net hospital,journal-article
10.1158/1538-7445.am2023-5205,Abstract 5205: B6-<i>KrasLSL-G12C</i> mouse model for assessing the occurrence and development of lung and pancreatic cancer tumors,journal-article
10.1158/1538-7445.am2023-1529,Abstract 1529: Characterizing antibody internalization for rational selection of ADC linker design,journal-article
10.1158/1538-7445.am2023-4781,Abstract 4781: New generation of fluorescent probes for cell-based measurements of caspase activation and mitochondrial superoxide,journal-article
10.1158/1538-7445.am2023-2513,Abstract 2513: Distinct cancer-intrinsic mechanisms mediate nerve recruitment/outgrowth versus perineural invasion,journal-article
10.1158/1538-7445.am2023-1394,"Abstract 1394: Comprehensive clinical and genomic analysis for patients with <i>MYC</i>, <i>MYCN</i>, and <i>MYCL</i> amplified solid tumors",journal-article
10.1158/1538-7445.am2023-1001,Abstract 1001: Urinary metabolite diagnostic and prognostic liquid biopsy biomarkers of lung cancer - never smokers versus tobacco smokers,journal-article
10.1158/1538-7445.am2023-1133,Abstract 1133: A B7-H4 targeting antibody-drug conjugate shows anti-tumor activity in PARPi and platinum resistant cancers with B7-H4 expression,journal-article
10.1158/1538-7445.am2023-1908,Abstract 1908: Clinical genomic profiling identifies lower frequency of therapeutically actionable alterations and lower prognostic value of APC inactivation in colorectal cancer patients of African ancestry,journal-article
10.1158/1538-7445.am2023-5538,Abstract 5538: Prevalence of factors serving as common cancer clinical trial eligibility criteria by race and ethnicity,journal-article
10.1158/1538-7445.am2023-3443,Abstract 3443: Aryl hydrocarbon receptor and its ligands influence the formation of colonic tertiary lymphoid tissues,journal-article
10.1158/1538-7445.am2023-5799,Abstract 5799: SPINK1-induced tumor plasticity provides a therapeutic window for chemotherapy in hepatocellular carcinoma,journal-article
10.1158/1538-7445.sabcs22-p1-13-17,Abstract P1-13-17: Hyperactivation of the EGFR pathway is associated with resistance to tucatinib in HER2-positive breast cancer models,journal-article
10.1158/1538-7445.sabcs22-p4-01-40,Abstract P4-01-40: Real World Data with Off-Label Insurance Approval of Trastuzumab Deruxtecan in Metastatic Breast Cancer,journal-article
10.1158/1538-7445.sabcs22-ed2-3,Abstract ED2-3: Hormonal exposure and risk in BRCA1/2 carriers,journal-article
10.1158/1538-7445.sabcs22-p2-13-03,Abstract P2-13-03: Feasibility of generating an external control comparator using RWD by matching with previously conducted RCTs: CDK4/6 Inhibitors for the treatment of Metastatic Breast Cancer,journal-article
10.1158/1538-7445.sabcs22-p2-18-01,Abstract P2-18-01: Matched Single-Cell RNA-seq and Single-Cell ATAC-seq of Male Breast Cancers Nominate Salient Cancer-Specific Enhancers,journal-article
10.1158/1538-7445.sabcs22-p1-13-08,Abstract P1-13-08: Inhibition of RNA binding protein HuR function sensitizes the TNBC to chemotherapy,journal-article
10.1158/1538-7445.sabcs22-ot1-17-01,Abstract OT1-17-01: Protocol Description of Genetics and Inflammatory Markers to predict Chemotherapy-Induced Peripheral Neuropathy among Early Stage Breast Cancer Patients Receiving Taxane Therapy – GENIE Study,journal-article
10.1158/1538-7445.sabcs22-p5-06-05,Abstract P5-06-05: Whole-genome bisulfite sequencing of single circulating tumor cells identifies cellular methylation heterogeneity in metastatic breast cancer,journal-article
10.1158/1538-7445.sabcs22-p1-04-14,Abstract P1-04-14: Predicting the likelihood of response in PDL-1 positive metastatic triple negative breast cancer treated with an immune checkpoint inhibitor,journal-article
10.1158/1538-7445.sabcs22-p4-03-01,Abstract P4-03-01: Persistence with adjuvant endocrine therapy in patients with early breast cancer at high risk of recurrence: a US-based real-world study,journal-article
10.1158/1538-7445.sabcs22-p5-02-46,Abstract P5-02-46: Targeted capture sequencing allows sensitive genomic profiling of circulating tumor DNA in advanced HR+/HER- breast cancer patients,journal-article
10.1158/1538-7445.sabcs22-p3-05-57,"Abstract P3-05-57: Lymphatico-venous communications and rhythmic, respiratory pressure changes influence the incidence of metastatic disease at presentation in solid tumours",journal-article
10.1158/1538-7445.sabcs22-p4-01-14,Abstract P4-01-14: Changes in the Genomic Spectrum of Actionable Alterations in HER2 Negative Metastatic Breast Cancer in Serial Cell Free DNA (cfDNA) Analysis,journal-article
10.1158/1538-7445.sabcs22-p5-02-54,Abstract P5-02-54: Application of low-pass whole genome sequencing for the detection of Homologous Recombination Deficiency in breast cancer,journal-article
10.1158/1538-7445.sabcs22-p2-16-05,Abstract P2-16-05: Targeting EZH2 to overcome chemoresistance in Triple Negative Breast Cancers Employing Combinatorial Approach,journal-article
10.1158/1538-7445.sabcs22-p4-09-10,"Abstract P4-09-10: Spatial protein and RNA expression in tumor, immune and stromal cells in BRCA1/2 mutated metastatic breast cancer",journal-article
10.1158/1538-7445.sabcs22-p5-12-07,Abstract P5-12-07: Polygenic Risk Score in a cohort of 105 Breast Cancer patients previously tested with a multi gene panel for hereditary cancer,journal-article
10.1158/1538-7445.sabcs22-ed9-2,Abstract ED9-2: The contribution of the tumor microenvironment to cancer dormancy,journal-article
10.1158/1538-7445.sabcs22-p3-07-01,Abstract P3-07-01: Mebendazole displays selective anti-breast cancer cytotoxicity via the induction of mitotic catastrophe,journal-article
